Unnamed: 0.1,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,doy,time_solar,AOT,COT,vapor_gccm,ozone_cm,SZA,KG,Unnamed: 0,lat_Y,lon_Y,orbit_Y,scene_Y,tile_Y,time_UTC_Y,time_solar_Y,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C,elevation_km,Ra,UV,VIS,NIR,VISdiff,NIRdiff,VISdir,NIRdir,SWout,LWin,LWout,hour_of_day,Topt,fAPARmax
65,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,3246,45.9689,-90.301,5348,5,15TYL,6/15/19 21:37,36:27.8,242.07683,0.57632905,1.0,0.00348,4.7795475,0.034799997,87.49702,0.972,50.0,293.02,1.16,381.5572,,286.80493,0.73745817,165.22488,0.1180679,0.14447393,0.5234141,5.041755335215377,0.0,0.2586826,0.7902118,183.1353,18.592072,0.0,,435.43567,,7.789529,,8.382504,7.604021,25.83156,2019,18.592072,293.02,0.7994443,0.04334415,19.87,0.33,370.59124691507714,0.5267898605723783,3.092110779050583,1.4151924650876158,2.8266964748063885,1.414970281803271,0.2654143042441945,0.0002221832843447,0.2185305995128756,322.43329340205497,406.3184090686112,17,0.0,0.47390000000000004
66,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,3247,45.9689,-90.301,5348,5,15TYL,6/15/19 21:37,36:27.8,242.07683,0.57632905,1.0,0.00348,4.7795475,0.034799997,87.49702,0.972,50.0,293.02,1.16,381.5572,,286.80493,0.73745817,165.22488,0.1180679,0.14447393,0.5234141,5.041755335215377,0.0,0.2586826,0.7902118,183.1353,18.592072,0.0,,435.43567,,7.789529,,8.382504,7.604021,25.83156,2019,18.592072,293.02,0.7994443,0.04334415,19.87,0.33,370.59124691507714,0.5267898605723783,3.092110779050583,1.4151924650876158,2.8266964748063885,1.414970281803271,0.2654143042441945,0.0002221832843447,0.2185305995128756,322.43329340205497,406.3184090686112,17,0.0,0.47390000000000004
67,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,3248,45.9689,-90.301,5348,5,15TYM,6/15/19 21:37,36:27.8,242.8641,0.56112707,1.0,0.00348,4.5745973,0.034799997,136.704,0.972,50.0,293.24,1.16,379.5119,,281.35977,0.7269332,161.49963,0.13299355,0.14753036,0.53237146,5.041755335215377,0.0,0.26453277,0.0,2.098479,18.40117,0.0,,435.21802,,7.797918,,8.402985,7.6265497,25.829185,2019,18.40117,293.24,0.7994443,0.04334415,20.09,0.33,370.59124691507714,0.5267898605723783,3.092110779050583,1.4151924650876158,2.8266964748063885,1.414970281803271,0.2654143042441945,0.0002221832843447,0.2185305995128756,321.793027496964,407.5400427009312,17,0.0,0.47390000000000004
68,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,3249,45.9689,-90.301,5348,5,15TYM,6/15/19 21:37,36:27.8,242.8641,0.56112707,1.0,0.00348,4.5745973,0.034799997,136.704,0.972,50.0,293.24,1.16,379.5119,,281.35977,0.7269332,161.49963,0.13299355,0.14753036,0.53237146,5.041755335215377,0.0,0.26453277,0.0,2.098479,18.40117,0.0,,435.21802,,7.797918,,8.402985,7.6265497,25.829185,2019,18.40117,293.24,0.7994443,0.04334415,20.09,0.33,370.59124691507714,0.5267898605723783,3.092110779050583,1.4151924650876158,2.8266964748063885,1.414970281803271,0.2654143042441945,0.0002221832843447,0.2185305995128756,321.793027496964,407.5400427009312,17,0.0,0.47390000000000004
69,US-PFd,45.9689,-90.301,5363,6,15TYL,2019-06-16 00:00:00,2019-06-16,167,2019-06-15 17:58:47.760,0.0632000938057899,1.3816044330596924,1.4304248094558716,0.3383212983608246,73.28721922753583,4.0,3251,45.9689,-90.301,5363,6,15TYL,6/16/19 20:48,46:52.8,,,,,,,,0.968,,296.24,1.44,,,,,,,,,160.29202469959162,,,,,,,,435.0171,,8.120646,,8.632888,7.773381,8.815072,2019,,296.24,0.83546597,0.048606325,23.09,0.33,371.3009558077444,9.944879857865985,75.52870701339454,74.84038788896666,35.099376700236,73.51258474342367,40.42933031315854,1.3278031455429868,7.791206247456378,,422.7283084877415,17,0.0,0.47390000000000004
70,US-PFd,45.9689,-90.301,5363,6,15TYL,2019-06-16 00:00:00,2019-06-16,167,2019-06-15 17:58:47.760,0.0632000938057899,1.3816044330596924,1.4304248094558716,0.3383212983608246,73.28721922753583,4.0,3252,45.9689,-90.301,5363,6,15TYM,6/16/19 20:48,46:52.8,,,,,,,,0.964,,296.76,1.44,,,,,,,,,160.29202469959162,,,,,,,,435.0171,,8.120646,,8.6469965,7.729899,8.818952,2019,,296.76,0.83546597,0.048606325,23.61,0.33,371.3009558077444,9.944879857865985,75.52870701339454,74.84038788896666,35.099376700236,73.51258474342367,40.42933031315854,1.3278031455429868,7.791206247456378,,423.945140888425,17,0.0,0.47390000000000004
71,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3258,45.9689,-90.301,5406,8,15TYL,6/19/19 15:05,04:14.8,303.8269,0.8123068,1.0,0.00384,5.81030225,0.038399998,96.671616,0.978,50.0,290.06,1.28,542.0803,,401.7097,0.826689,333.12692,0.12070176,0.030687552,0.56686425,14.874695493895794,0.0,0.18144707,0.78186524,343.11407,17.275131,0.0,,433.99362,,7.434411,,7.9793677,7.312841,2.5806158,2019,17.275131,290.06,0.8876311,0.048601028,16.91,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,316.70085919520886,392.5558047531935,17,0.0,0.47390000000000004
72,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3259,45.9689,-90.301,5406,8,15TYL,6/19/19 15:05,04:14.8,303.8269,0.8123068,1.0,0.00384,5.81030225,0.038399998,96.671616,0.978,50.0,290.06,1.28,542.0803,,401.7097,0.826689,333.12692,0.12070176,0.030687552,0.56686425,14.874695493895794,0.0,0.18144707,0.78186524,343.11407,17.275131,0.0,,433.99362,,7.434411,,7.9793677,7.312841,2.5806158,2019,17.275131,290.06,0.8876311,0.048601028,16.91,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,316.70085919520886,392.5558047531935,17,0.0,0.47390000000000004
73,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3260,45.9689,-90.301,5406,8,15TYL,6/19/19 15:05,04:14.8,303.8269,0.8123068,1.0,0.00384,5.81030225,0.038399998,96.671616,0.978,50.0,290.06,1.28,542.0803,,401.7097,0.826689,333.12692,0.12070176,0.030687552,0.56686425,14.874695493895794,0.0,0.18144707,0.78186524,343.11407,17.275131,0.0,,433.99362,,7.434411,,7.9793677,7.312841,2.5806158,2019,17.275131,290.06,0.8876311,0.048601028,16.91,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,316.70085919520886,392.5558047531935,17,0.0,0.47390000000000004
74,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3261,45.9689,-90.301,5406,8,15TYM,6/19/19 15:05,04:14.8,303.33878,0.49327534,1.0,0.00384,5.4329345,0.038399998,180.55753,0.978,50.0,290.1,1.28,505.99777,,378.58966,0.6551366,185.42924,0.23245765,0.07617398,0.58933717,14.874695493895794,0.0,0.26960808,0.0,2.1884859,17.976952,0.0,,433.99362,,7.434411,,7.9872956,7.348842,2.5809844,2019,17.976952,290.1,0.8876311,0.048601028,16.95,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,322.7072528544377,392.7723872610116,17,0.0,0.47390000000000004
75,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3262,45.9689,-90.301,5406,8,15TYM,6/19/19 15:05,04:14.8,303.33878,0.49327534,1.0,0.00384,5.4329345,0.038399998,180.55753,0.978,50.0,290.1,1.28,505.99777,,378.58966,0.6551366,185.42924,0.23245765,0.07617398,0.58933717,14.874695493895794,0.0,0.26960808,0.0,2.1884859,17.976952,0.0,,433.99362,,7.434411,,7.9872956,7.348842,2.5809844,2019,17.976952,290.1,0.8876311,0.048601028,16.95,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,322.7072528544377,392.7723872610116,17,0.0,0.47390000000000004
76,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3263,45.9689,-90.301,5406,8,15TYM,6/19/19 15:05,04:14.8,303.33878,0.49327534,1.0,0.00384,5.4329345,0.038399998,180.55753,0.978,50.0,290.1,1.28,505.99777,,378.58966,0.6551366,185.42924,0.23245765,0.07617398,0.58933717,14.874695493895794,0.0,0.26960808,0.0,2.1884859,17.976952,0.0,,433.99362,,7.434411,,7.9872956,7.348842,2.5809844,2019,17.976952,290.1,0.8876311,0.048601028,16.95,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,322.7072528544377,392.7723872610116,17,0.0,0.47390000000000004
77,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3267,45.9689,-90.301,5409,4,15TYL,6/19/19 19:56,54:52.8,125.95016,0.7972179,1.0,0.00444,4.3420803,0.0444,207.07173,0.952,39.82072,295.94,1.48,606.7527,,486.5214,0.858666,393.54865,0.08769876,0.027950192,0.521501,14.874695493895794,0.0,0.16805503,0.0,3.2393885,21.151346,0.0,,433.0307,,8.02492,,8.59605,7.4767466,15.920618,2019,21.151346,295.94,0.8876311,0.048601028,22.79,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,339.5378205420285,414.0595488803981,17,0.0,0.47390000000000004
78,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3268,45.9689,-90.301,5409,4,15TYL,6/19/19 19:56,54:52.8,125.95016,0.7972179,1.0,0.00444,4.3420803,0.0444,207.07173,0.952,39.82072,295.94,1.48,606.7527,,486.5214,0.858666,393.54865,0.08769876,0.027950192,0.521501,14.874695493895794,0.0,0.16805503,0.0,3.2393885,21.151346,0.0,,433.0307,,8.02492,,8.59605,7.4767466,15.920618,2019,21.151346,295.94,0.8876311,0.048601028,22.79,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,339.5378205420285,414.0595488803981,17,0.0,0.47390000000000004
79,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3269,45.9689,-90.301,5409,4,15TYL,6/19/19 19:56,54:52.8,125.95016,0.7972179,1.0,0.00444,4.3420803,0.0444,207.07173,0.952,39.82072,295.94,1.48,606.7527,,486.5214,0.858666,393.54865,0.08769876,0.027950192,0.521501,14.874695493895794,0.0,0.16805503,0.0,3.2393885,21.151346,0.0,,433.0307,,8.02492,,8.59605,7.4767466,15.920618,2019,21.151346,295.94,0.8876311,0.048601028,22.79,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,339.5378205420285,414.0595488803981,17,0.0,0.47390000000000004
80,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3270,45.9689,-90.301,5409,4,15TYM,6/19/19 19:56,54:52.8,131.22226,0.8111507,1.0,0.00444,4.2968374,0.0444,212.02173,0.932,37.845978,295.98,1.48,587.74695,,467.67538,0.8299422,385.22955,0.1272005,0.04844367,0.5476244,14.874695493895794,0.0,0.2258867,0.0,3.0211358,20.925068,0.0,,433.0307,,8.062336,,8.594079,7.123044,16.182747,2019,20.925068,295.98,0.8876311,0.048601028,22.83,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,339.93405268902814,405.5800216790466,17,0.0,0.47390000000000004
81,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3271,45.9689,-90.301,5409,4,15TYM,6/19/19 19:56,54:52.8,131.22226,0.8111507,1.0,0.00444,4.2968374,0.0444,212.02173,0.932,37.845978,295.98,1.48,587.74695,,467.67538,0.8299422,385.22955,0.1272005,0.04844367,0.5476244,14.874695493895794,0.0,0.2258867,0.0,3.0211358,20.925068,0.0,,433.0307,,8.062336,,8.594079,7.123044,16.182747,2019,20.925068,295.98,0.8876311,0.048601028,22.83,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,339.93405268902814,405.5800216790466,17,0.0,0.47390000000000004
82,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,3272,45.9689,-90.301,5409,4,15TYM,6/19/19 19:56,54:52.8,131.22226,0.8111507,1.0,0.00444,4.2968374,0.0444,212.02173,0.932,37.845978,295.98,1.48,587.74695,,467.67538,0.8299422,385.22955,0.1272005,0.04844367,0.5476244,14.874695493895794,0.0,0.2258867,0.0,3.0211358,20.925068,0.0,,433.0307,,8.062336,,8.594079,7.123044,16.182747,2019,20.925068,295.98,0.8876311,0.048601028,22.83,0.33,372.8377012507863,1.2827206100300084,7.928389904949749,5.646286618780215,7.249124509510155,5.644461199198071,0.679265395439594,0.0018254195821443,0.7229254921903033,339.93405268902814,405.5800216790466,17,0.0,0.47390000000000004
83,US-PFd,45.9689,-90.301,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:58:47.760,0.0840089321136474,-0.2305972278118133,2.384806871414185,0.3481620550155639,73.20835011222992,4.0,3298,45.9689,-90.301,5528,7,15TYL,6/27/19 11:42,40:56.8,,,,,,,,0.95,,283.8,1.8,,,,,,,,,255.6019081520908,,,,,,,,433.85184,,6.689173,,7.3839774,6.7801285,21.247816,2019,,283.8,0.8552786,0.04539566,10.65,0.33,372.5910647654727,12.780777367019835,117.85502639043942,126.0259780662493,27.63790617373827,12.17032307466778,90.21712021670116,113.85565499158152,11.60321731782354,,349.4494394278896,17,0.0,0.47390000000000004
84,US-PFd,45.9689,-90.301,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:58:47.760,0.0840089321136474,-0.2305972278118133,2.384806871414185,0.3481620550155639,73.20835011222992,4.0,3299,45.9689,-90.301,5528,7,15TYL,6/27/19 11:42,40:56.8,,,,,,,,0.95,,283.8,1.8,,,,,,,,,255.6019081520908,,,,,,,,433.85184,,6.689173,,7.3839774,6.7801285,21.247816,2019,,283.8,0.8552786,0.04539566,10.65,0.33,372.5910647654727,12.780777367019835,117.85502639043942,126.0259780662493,27.63790617373827,12.17032307466778,90.21712021670116,113.85565499158152,11.60321731782354,,349.4494394278896,17,0.0,0.47390000000000004
85,US-PFd,45.9689,-90.301,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:58:47.760,0.0840089321136474,-0.2305972278118133,2.384806871414185,0.3481620550155639,73.20835011222992,4.0,3300,45.9689,-90.301,5528,7,15TYL,6/27/19 11:42,40:56.8,,,,,,,,0.95,,283.8,1.8,,,,,,,,,255.6019081520908,,,,,,,,433.85184,,6.689173,,7.3839774,6.7801285,21.247816,2019,,283.8,0.8552786,0.04539566,10.65,0.33,372.5910647654727,12.780777367019835,117.85502639043942,126.0259780662493,27.63790617373827,12.17032307466778,90.21712021670116,113.85565499158152,11.60321731782354,,349.4494394278896,17,0.0,0.47390000000000004
86,US-PFd,45.9689,-90.301,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:58:47.760,0.0840089321136474,-0.2305972278118133,2.384806871414185,0.3481620550155639,73.20835011222992,4.0,3301,45.9689,-90.301,5528,7,15TYM,6/27/19 11:42,40:56.8,,,,,,,,0.95,,283.98,1.8,,,,,,,,,255.6019081520908,,,,,,,,433.76138,,6.689173,,7.3922915,6.7801285,21.241617,2019,,283.98,0.8552786,0.04539566,10.83,0.33,372.5910647654727,12.780777367019835,117.85502639043942,126.0259780662493,27.63790617373827,12.17032307466778,90.21712021670116,113.85565499158152,11.60321731782354,,350.336835716788,17,0.0,0.47390000000000004
87,US-PFd,45.9689,-90.301,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:58:47.760,0.0840089321136474,-0.2305972278118133,2.384806871414185,0.3481620550155639,73.20835011222992,4.0,3302,45.9689,-90.301,5528,7,15TYM,6/27/19 11:42,40:56.8,,,,,,,,0.95,,283.98,1.8,,,,,,,,,255.6019081520908,,,,,,,,433.76138,,6.689173,,7.3922915,6.7801285,21.241617,2019,,283.98,0.8552786,0.04539566,10.83,0.33,372.5910647654727,12.780777367019835,117.85502639043942,126.0259780662493,27.63790617373827,12.17032307466778,90.21712021670116,113.85565499158152,11.60321731782354,,350.336835716788,17,0.0,0.47390000000000004
88,US-PFd,45.9689,-90.301,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:58:47.760,0.0840089321136474,-0.2305972278118133,2.384806871414185,0.3481620550155639,73.20835011222992,4.0,3303,45.9689,-90.301,5528,7,15TYM,6/27/19 11:42,40:56.8,,,,,,,,0.95,,283.98,1.8,,,,,,,,,255.6019081520908,,,,,,,,433.76138,,6.689173,,7.3922915,6.7801285,21.241617,2019,,283.98,0.8552786,0.04539566,10.83,0.33,372.5910647654727,12.780777367019835,117.85502639043942,126.0259780662493,27.63790617373827,12.17032307466778,90.21712021670116,113.85565499158152,11.60321731782354,,350.336835716788,17,0.0,0.47390000000000004
89,US-PFd,45.9689,-90.301,7131,8,15TYL,2019-10-08 00:00:00,2019-10-08,281,2019-10-07 17:58:47.760,0.0772362053394317,0.0621570982038974,0.8962815403938293,0.302373468875885,93.51727142703076,4.0,3515,45.9689,-90.301,7131,8,15TYL,10/8/19 19:07,06:46.8,173.20245,0.59604865,1.0,0.00288,1.48265835,0.0288,116.800285,0.97,30.388466,290.86,0.96,330.26593,,233.27277,0.6254686,139.21555,0.12059743,0.25418475,0.5394674,0.0,0.0,0.2788964,0.0,1.8510745,17.060179,0.0,,434.76962,,7.5382667,,8.166657,7.4835186,7.611824,2019,17.060179,290.86,0.71515757,0.12320852,17.71,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.61116888420713,393.6578459688079,17,0.0,0.47390000000000004
90,US-PFd,45.9689,-90.301,7131,8,15TYL,2019-10-08 00:00:00,2019-10-08,281,2019-10-07 17:58:47.760,0.0772362053394317,0.0621570982038974,0.8962815403938293,0.302373468875885,93.51727142703076,4.0,3516,45.9689,-90.301,7131,8,15TYM,10/8/19 19:07,06:46.8,169.58046,0.6222972,1.0,0.00288,1.71169405,0.0288,114.24018,0.97,28.039337,291.16,0.96,323.39523,,223.2228,0.5721676,139.27597,0.11731787,0.31065723,0.54854447,0.0,0.0,0.2559815,0.0,1.9740216,16.356087,0.0,,434.76962,,7.5382667,,8.166657,7.522034,7.6135283,2019,16.356087,291.16,0.71515757,0.12320852,18.01,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.7256582922544,395.2844731040087,17,0.0,0.47390000000000004
91,US-PFd,45.9689,-90.301,7146,7,15TYL,2019-10-09 00:00:00,2019-10-09,282,2019-10-08 17:58:47.760,0.0867252275347709,10.639775276184082,1.303318977355957,0.2945617735385895,93.79259815421123,4.0,3518,45.9689,-90.301,7146,7,15TYL,10/9/19 18:18,17:46.8,,,,,,,,0.978,,291.58,1.12,,,,,,,,,0.0,,,,,,,,434.3072,,7.677018,,8.258766,7.5650325,25.23032,2019,,291.58,0.70598364,0.12057849,18.43,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.84914319231376,17,0.0,0.47390000000000004
92,US-PFd,45.9689,-90.301,7146,7,15TYL,2019-10-09 00:00:00,2019-10-09,282,2019-10-08 17:58:47.760,0.0867252275347709,10.639775276184082,1.303318977355957,0.2945617735385895,93.79259815421123,4.0,3519,45.9689,-90.301,7146,7,15TYM,10/9/19 18:18,17:46.8,,,,,,,,0.974,,291.86,1.12,,,,,,,,,0.0,,,,,,,,434.3072,,7.6890316,,8.245509,7.550743,25.219688,2019,,291.86,0.70598364,0.12057849,18.71,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.7453094007256,17,0.0,0.47390000000000004
93,US-PFi,45.9749,-90.2327,5116,8,15TYL,2019-05-31 00:00:00,2019-05-31,151,2019-05-30 17:59:04.152,0.7632211446762085,0.8258800506591797,2.460234880447388,0.3450483977794647,74.45804045800455,4.0,3740,45.9749,-90.2327,5116,8,15TYL,5/31/19 22:42,41:22.2,83.865395,0.47420594,1.0,0.00516,2.08123785,0.051599998,73.15459,0.964,16.37056,292.76,1.72,261.17572,,195.99506,0.41003814,94.96264,0.35191494,0.2554967,0.6539375,160.39597067743347,85.24623532548125,0.33472672,0.2948716,102.46389,19.608988,0.0,,456.04675,,7.6594605,,8.257634,7.421545,15.351267,2019,19.608988,292.76,0.74944025,0.072298504,19.61,3.058,347.22976242548606,7.940560722647842,67.77012976777567,84.51082898929991,29.821067371753617,82.8100559707045,37.94906239602206,1.700773018595413,11.596388727606309,337.9925259351933,401.5458725595393,17,0.0,0.4958
94,US-PFi,45.9749,-90.2327,5116,8,15TYL,2019-05-31 00:00:00,2019-05-31,151,2019-05-30 17:59:04.152,0.7632211446762085,0.8258800506591797,2.460234880447388,0.3450483977794647,74.45804045800455,4.0,3741,45.9749,-90.2327,5116,8,15TYM,5/31/19 22:42,41:22.2,65.27345,0.5183148,1.0,0.00516,1.98737155,0.051599998,82.06775,0.968,16.526323,292.48,1.72,240.85458,,173.30115,0.5515181,90.80516,0.21734962,0.22601248,0.59812,160.39597067743347,67.05715910168138,0.28590295,0.0,22.47012,17.474518,0.0,,452.153,,7.6594605,,8.248913,7.4317436,15.358586,2019,17.474518,292.48,0.74944025,0.072298504,19.33,3.058,347.22976242548606,7.940560722647842,67.77012976777567,84.51082898929991,29.821067371753617,82.8100559707045,37.94906239602206,1.700773018595413,11.596388727606309,319.9292748660743,401.6716977142201,17,0.0,0.4958
95,US-PFi,45.9749,-90.2327,5177,8,15TYL,2019-06-04 00:00:00,2019-06-04,155,2019-06-03 17:59:04.152,0.5062122344970703,0.7707408666610718,2.550088167190552,0.3441594243049621,74.0666523435076,4.0,3743,45.9749,-90.2327,5177,8,15TYL,6/4/19 21:01,00:20.2,95.21694,0.5533356,1.0,0.00552,2.65788625,0.0552,48.394398,0.976,23.557253,297.34,1.84,209.19441,,159.11386,0.07214313,87.60317,0.6899227,0.23935631,0.81316626,185.25085923848025,84.1467066367166,0.35446683,0.42722905,114.93804,20.833511,0.0,,456.11343,,8.294091,,8.75046,7.8225183,6.6172314,2019,20.833511,297.34,0.7380594,0.13545679,24.19,3.058,355.345801975212,9.705233483328817,80.75902650709382,94.80598866933124,35.00677397651512,92.7712433828607,45.7522525305787,2.034745286470539,25.093486737186375,356.5772110809438,432.5878769455211,17,0.0,0.4958
96,US-PFi,45.9749,-90.2327,5177,8,15TYL,2019-06-04 00:00:00,2019-06-04,155,2019-06-03 17:59:04.152,0.5062122344970703,0.7707408666610718,2.550088167190552,0.3441594243049621,74.0666523435076,4.0,3744,45.9749,-90.2327,5177,8,15TYM,6/4/19 21:01,00:20.2,78.37566,0.5693484,1.0,0.00552,2.58034795,0.0552,48.95074,0.976,23.961252,297.12,1.84,196.90024,,146.24059,0.050687276,82.75169,0.7170921,0.22143483,0.82819986,185.25085923848025,73.32408104914276,0.39317638,0.41324136,110.1084,19.094938,0.0,,452.51318,,8.283902,,8.749527,7.8155036,6.6183867,2019,19.094938,297.12,0.7380594,0.13545679,23.97,3.058,355.345801975212,9.705233483328817,80.75902650709382,94.80598866933124,35.00677397651512,92.7712433828607,45.7522525305787,2.034745286470539,25.093486737186375,344.4757294735967,431.3090209257478,17,0.0,0.4958
